sat_path,svi_path,severity,description
002613_sat.png,002613_svi.png,Severe,"A street level photo of a coastal neighborhood following a severe hurricane. The asphalt roads are intact but appear dirty, covered with a thin layer of dust and scattered small debris. Enormous piles of tangled organic matter, including snapped palm fronds, broken tree branches, and shredded leaves, are heaped along the roadsides and fill front yards. Residential houses exhibit extensive roof damage, with numerous missing shingles revealing dark underlayment or exposed plywood, while several flat-roofed commercial buildings have large sections of their white roof membranes torn away, exposing darker interior structures. Many windows on the buildings appear broken or boarded up. The once vibrant tropical trees are completely defoliated and denuded, with many palm trees snapped mid-trunk or leaning precariously, and other trees reduced to skeletal remains. The scene is illuminated by bright, clear post-storm sunlight, casting sharp shadows that accentuate the widespread destruction and chaos."
002614_sat.png,002614_svi.png,Severe,"A street level photo of a residential neighborhood after a devastating hurricane. The scene is dominated by widespread destruction: the ground and visible parts of the asphalt roads are heavily obscured by a thick, chaotic layer of organic debris, including snapped tree branches, shredded leaves, and fallen tree trunks. Houses line the street, many exhibiting significant roof damage with large sections of shingles missing, exposing dark underlayment or bare wood, and some areas showing signs of structural compromise. Windows may be broken or boarded up. The surrounding vegetation is completely denuded, with most trees appearing as skeletal, brown structures, many snapped in half, leaning precariously, or completely uprooted. The overall atmosphere is desolate and damp, under an overcast, grey sky, reflecting the immediate aftermath of a powerful storm."
002615_sat.png,002615_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal neighborhood. The asphalt road is visible but heavily strewn with piles of tangled, brown woody debris, snapped tree branches, and defoliated palm fronds. Dark puddles of murky water reflect the low, overcast sky, making the ground appear wet and muddy in spots. Houses, while largely standing, show signs of damage: possibly missing roof shingles, broken windows, and debris accumulated around their foundations. All surrounding vegetation is stripped bare, with skeletal trees, broken trunks, and tattered palm remnants dominating the landscape. The scene is illuminated by diffused, somber light under a heavy, grey sky."
002616_sat.png,002616_svi.png,Severe,"A street level photo of a residential neighborhood after catastrophic storm damage. The asphalt road is partially submerged in murky floodwaters, littered with a thick layer of organic debris including snapped tree trunks, tangled branches, and shredded foliage. Houses lining the street exhibit severe structural damage; some have completely destroyed roofs, exposing interior wooden rafters and shattered remnants, while others show gaping holes and missing sections. Debris, including roof tiles, siding, and parts of screened enclosures, is scattered across yards and driveways. The tropical vegetation is largely defoliated, with palm trees snapped or stripped bare, and other trees reduced to skeletal, broken forms, contributing to a bleak, grey-brown landscape. The sky is overcast, casting a soft, diffuse light that highlights the widespread destruction and waterlogged environment."
002617_sat.png,002617_svi.png,Severe,"A street level photo of a tropical neighborhood utterly devastated by a powerful hurricane. The dark asphalt road is visibly wet, reflecting bright, hazy sunlight, and large puddles of standing water are common along its shoulders and low-lying areas. Both sides of the street are completely choked with immense, tangled piles of brown and grey hurricane debris, consisting of snapped tree trunks, splintered branches, and defoliated palm fronds. The landscape is dotted with numerous palm trees that have been snapped midway up their trunks or stripped entirely bare, standing like desolate, broken poles. There are no intact green leaves or healthy vegetation visible. The sky above is bright but slightly hazy, casting soft, elongated shadows, indicating the immediate aftermath of the storm."
002618_sat.png,002618_svi.png,Severe,"A street level photo of a coastal neighborhood devastated by a hurricane. The asphalt road is partially obscured by a thick, wet layer of broken tree limbs, muddy debris, and household wreckage. Houses on both sides are extensively damaged, with multiple structures featuring completely missing roof sections, exposing internal rafters and collapsed walls. Many windows are shattered or missing. Bare, defoliated tree trunks are snapped at their bases, and fallen palm trees are strewn across yards and roads, stripped of their fronds. The sky is heavily overcast, casting a muted, somber light over the chaotic scene, with visible puddles reflecting the dull light on the ground."
002619_sat.png,002619_svi.png,Severe,"A street level photo of a severe hurricane-damaged coastal neighborhood. Deep, murky floodwaters cover the yards and partially submerge the lower parts of single-story houses. Many roofs are severely compromised, showing large missing sections, exposed framing, and torn shingles, with some potentially covered by temporary blue tarps. Broken windows are visible on some structures. Numerous palm trees are snapped, completely toppled, or bent severely towards the ground, lying partially submerged in the floodwaters. Piles of organic debris, including broken tree limbs and household items, are scattered across the flooded landscape. The sky is bright and sunny, casting strong shadows, indicating the storm has passed but left behind widespread devastation on the wet, muddy ground."
002620_sat.png,002620_svi.png,Severe,"A street level photo of a devastated tropical coastal area after a catastrophic hurricane. The asphalt road, appearing visibly wet and reflective with streaks of standing water, has scattered small, dark debris along its edges but is largely clear. On both sides, the landscape is a scene of utter chaos and destruction: tropical trees, including palms and broadleaf varieties, are almost entirely defoliated, their branches snapped, trunks broken, and many appearing as splintered, bare skeletons. The ground is completely obscured by a thick, dark, matted carpet of fallen leaves, broken branches, and other organic debris. In the background, visible structures (houses or small buildings) show clear signs of severe roof damage, with missing sections, torn shingles, and potentially shattered windows, reflecting the sheer force of the storm. The sky is a heavy, uniformly grey overcast, casting a desolate and somber light over the extensive wreckage, with a palpable sense of humidity in the air."
002621_sat.png,002621_svi.png,Severe,"A street level photo of a severely flooded coastal residential area after a major hurricane. Dark, murky floodwaters completely submerge lawns and roads, reaching up to the windows of single-story homes. Many houses show significant roof damage with missing shingles and exposed underlying structures, some with broken windows. Piles of snapped and denuded tree branches, along with other storm debris, float in the water or are piled up against houses and fences. Uprooted and skeletal trees with no foliage stand starkly against a humid, partially overcast sky, suggesting recent heavy rainfall. The ground, where not submerged, is muddy and littered with organic debris. The overall atmosphere is desolate and heavily impacted."
002622_sat.png,002622_svi.png,Moderate,"A street level photo of a residential street in a coastal neighborhood after a powerful hurricane. The landscape is severely impacted by defoliation, with all surrounding trees stripped completely bare, showing only a dense network of snapped branches and broken trunks. The ground and all yards are blanketed in a thick, dark layer of vegetative debris, including countless fallen leaves, small branches, and larger tree fragments. The paved asphalt road appears mostly clear but has scattered organic debris and small puddles. Houses, primarily with white metal roofs and one with terracotta tiles, stand visibly intact structurally from this perspective, though some may exhibit minor damage such as broken windows or displaced siding. The scene is illuminated by bright, diffused sunlight under a slightly hazy post-storm sky, casting soft shadows."
002623_sat.png,002623_svi.png,Severe,"A street level photo of a severely damaged coastal neighborhood after a major hurricane. The narrow asphalt road is obscured by a thick, wet layer of tangled vegetative debris, including large snapped tree branches, defoliated leaves, and mud, with scattered puddles reflecting the clear, post-storm sky. Houses on either side show extensive damage: one prominent structure has a severely compromised or partially collapsed roof, with structural elements visible, while others exhibit missing shingles, broken windows, and water staining on their lower walls. Piles of wooden debris, personal belongings, and fragmented household items are strewn across front yards and along property lines. The once lush vegetation is now completely defoliated; many trees stand as bare, twisted trunks, some snapped midway, and others are uprooted and lying horizontally. In the background, a murky body of water, likely a canal or bay, is choked with an abundance of floating organic debris. The scene is illuminated by bright, clear sunlight, casting strong shadows and emphasizing the widespread destruction."
002624_sat.png,002624_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal neighborhood. The asphalt roads are completely buried under a thick, wet layer of mud, sand, and massive, irregularly shaped piles of splintered lumber, broken furniture, and mixed household debris. Many houses exhibit extensive structural damage, with large sections of their roofs completely ripped away, exposing bare rafters, dark interiors, and water-stained walls. Some windows are shattered, while others are gaping holes. The once lush tropical vegetation is entirely defoliated; numerous palm trees are snapped mid-trunk, uprooted, or reduced to bare, skeletal fronds and trunks strewn across yards and roads. The ground is uniformly damp and discolored by the mud and debris. The sky is overcast and grey, casting a desolate and heavy atmosphere over the scene of widespread destruction."
002625_sat.png,002625_svi.png,Moderate,"A street level photo of a coastal residential street, showing the aftermath of a severe storm. The paved asphalt road is mostly clear, but the areas alongside it and between houses are heavily cluttered with a thick layer of brown, organic debris, including snapped tree branches, torn palm fronds, and countless fallen leaves. The surrounding trees are largely defoliated, appearing as stark, bare skeletons with many limbs snapped, contrasting with the relatively intact low-rise houses which feature light-colored roofs and sturdy walls, showing no obvious structural collapse from this perspective. The ground appears dry, and the scene is lit by clear, bright sunlight, casting sharp shadows, indicating a clear day after the event."
002626_sat.png,002626_svi.png,Severe,"A street level photo of a disaster-stricken coastal neighborhood following a powerful hurricane. The asphalt roads are heavily obscured and littered with massive, dark piles of woody debris, snapped tree branches, and scattered household items. Most residential houses, while appearing structurally upright, show signs of significant roof damage, with missing shingles and exposed underlayment; one prominent building clearly features a completely destroyed roof, revealing its internal skeletal grid structure. The once-lush tropical vegetation is now largely defoliated, with trees stripped bare, snapped in half, or reduced to skeletal brown forms, indicating extreme wind damage. The scene is illuminated by daylight under a clear or partly cloudy sky, casting defined shadows and emphasizing the widespread devastation and the desaturated, debris-strewn landscape."
002627_sat.png,002627_svi.png,Moderate,"A street level photo of a residential neighborhood after a significant hurricane. The paved asphalt road shows scattered small branches and debris along the curbs, while the adjacent yards are completely engulfed in thick, matted layers of green and brown vegetative debris. Many trees are defoliated, revealing bare, broken branches, and numerous palm trees stand with severely tattered fronds or snapped trunks. Houses, though largely intact structurally, show visible signs of wind damage, including missing roof shingles, bent gutters, and potential window damage, with debris scattered across their properties. The sky appears clear to partly cloudy, suggesting the immediate aftermath of the storm, with an air of quiet, widespread devastation."
002628_sat.png,002628_svi.png,Moderate,"A street level photo of a residential neighborhood in a tropical coastal area after a significant wind event, likely a hurricane. Asphalt roads are visible but partially obscured by scattered piles of dark green and brown leafy debris, snapped branches, and some flattened small plants. The ground in yards is damp earth with patches of disheveled grass. Houses feature mostly intact roofs of terracotta tile, grey shingle, and white flat styles, some equipped with solar panels, though screen enclosures on some properties show signs of tearing and structural stress. The previously lush tropical vegetation is severely denuded; numerous palm trees stand with few or no fronds, and other broadleaf trees are completely defoliated, appearing bare and skeletal. Accumulated organic debris forms low mounds along property lines and curbs. The scene is bathed in bright, clear sunlight, casting crisp shadows, indicating post-storm conditions under a recovering sky."
002629_sat.png,002629_svi.png,Severe,"A street level photo of a severely hurricane-damaged residential neighborhood. The asphalt road is partially obscured by scattered organic debris, including broken tree branches and brown, stripped palm fronds. On the left, a house stands with catastrophic roof damage, large sections of its roof entirely ripped away, revealing exposed wooden rafters and light-colored underlayment. Nearby, other houses are visible with prominent blue tarps covering significant portions of their roofs. The surrounding tropical vegetation is uniformly defoliated, with many trees snapped in half or leaning severely, their once green foliage replaced by skeletal, brown branches. The sky is overcast and grey, casting a somber, muted light over the desolate, post-storm landscape."
002630_sat.png,002630_svi.png,Severe,"A street level photo of a residential neighborhood severely impacted by a powerful hurricane. The ground is extensively covered with a thick, uneven carpet of brown, withered leaves, snapped tree branches, and various woody debris, partially obscuring the underlying earth. Most of the taller trees are completely defoliated, appearing as stark, bare skeletons with fractured limbs reaching skyward, while some resilient shrubs closer to the ground retain sparse green foliage. The houses, primarily single-family homes with dark pitched roofs, appear largely structurally intact from this angle, but details like missing shingles or broken window panes are implied by the sheer force of the storm. A narrow, somewhat cleared asphalt road runs through the scene, flanked by piles of organic debris along its edges. The sky is partly cloudy, with bright post-storm sunlight casting crisp shadows, indicating a period of clearing after the main event."
002631_sat.png,002631_svi.png,Severe,"A street level photo of a severely storm-damaged rural road, with the dark asphalt surface wet and reflecting diffuse light, showing patches of standing water. Both sides of the road are flanked by dense, largely defoliated tropical vegetation; trees are skeletal with numerous snapped branches and trunks strewn across muddy, waterlogged ground, forming a thick layer of brown debris. Some resilient green foliage from palm-like plants emerges sparsely from the devastation. To the left, a large, murky brown body of floodwater extends into the mangled vegetation. Overhead, utility lines run alongside the road. The sky is partially clear, allowing sunlight to create subtle reflections and shadows, suggesting the immediate aftermath of a severe weather event like a hurricane."
002632_sat.png,002632_svi.png,Moderate,"A street level photo of a hurricane-affected suburban neighborhood under a partly cloudy sky with bright afternoon sunlight. The asphalt road is damp and scattered with small branches and green foliage debris. Single-story houses line the street, many featuring visibly damaged roofs with missing shingles or dislodged tiles, and some exterior walls show dirt streaks. Yards are severely impacted, with numerous palm trees defoliated and their fronds shredded, while other trees are bare, their branches snapped and littering the ground alongside piles of vegetative debris."
002633_sat.png,002633_svi.png,Severe,"A street level photo of a severely storm-damaged coastal neighborhood. The paved roads are heavily littered and partially obscured by a thick, wet layer of tangled organic debris, including snapped branches, defoliated leaves, and mud. The buildings, including waterfront houses and boathouses, show extensive wind damage, with many missing roof shingles, likely broken windows from flying debris, and potentially torn siding. The once green landscape is completely devastated; trees are defoliated, many are snapped mid-trunk, or stripped of all their limbs, appearing as stark, skeletal forms against the muted background. Massive piles of natural debris are scattered throughout yards and along the roadside. A dark body of water is visible, featuring damaged boat docks and several displaced or partially sunken boats. The scene is illuminated by the soft, diffused light of an overcast, grey sky, emphasizing the widespread destruction."
002634_sat.png,002634_svi.png,Severe,"A street level photo of a suburban residential street in the aftermath of a severe hurricane. The asphalt road is almost entirely covered with a dense layer of vegetative debris, including shattered tree branches, snapped palm fronds, and scattered smaller household items. Large piles of organic debris line the curbs and fill front yards. Houses, mostly single-story with a Mediterranean or Florida architectural style, show significant roof damage with missing tiles and shingles, revealing exposed underlayment. Many windows appear broken or boarded up. Completely destroyed screened pool enclosures and lanais are visible, reduced to twisted aluminum frames and torn screening. The surrounding landscape is heavily defoliated, with many trees stripped bare, broken, or completely uprooted, standing as skeletal remains. The ground in yards appears muddy in spots amidst the dry, scattered debris. The scene is illuminated by bright, clear post-disaster daylight, casting sharp shadows."
002635_sat.png,002635_svi.png,Moderate,"A street level photo of a rural coastal road after a hurricane. The dark asphalt road is mostly clear with scattered small organic debris like twigs, brown leaves, and broken palm fronds. On either side, the landscape is heavily damaged, dominated by dense thickets of completely defoliated trees and shrubs, their branches snapped, twisted, and bare, creating a desolate, tangled appearance. The ground adjacent to the road is a rough mix of exposed, damp earth and muddy patches, heavily littered with a thick layer of fallen foliage and broken branches. In the background, a single-story house with an intact reddish-brown shingle roof appears structurally sound, though its windows might be boarded up or broken, and exterior walls show signs of wear or missing trim. A small, light-colored boat lies overturned or stranded in a nearby cleared sandy area. The scene is illuminated by harsh, low-angle sunlight casting defined shadows, under a clear, bright sky, indicative of post-disaster clear weather."
002636_sat.png,002636_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal residential neighborhood. The asphalt roads are largely impassable, choked with massive, tangled piles of splintered wooden debris, uprooted tree trunks, and broken household items. Multi-story houses, typical of waterfront properties, line the street, many displaying catastrophic structural damage; roofs are extensively torn away or completely missing, exposing interior framing, attics, and what appear to be shattered windows and partially collapsed walls. The ground around the houses is saturated and muddy, covered in a thick layer of fine silt, scattered wreckage, and stripped foliage. Most trees are either snapped cleanly at their bases, denuded of all leaves and branches, or completely toppled, their stark, broken forms creating a landscape of devastation. The adjacent dark water body is calm, with a visible debris line along its altered shoreline. The scene is illuminated by strong, clear sunlight, casting sharp shadows that highlight the extent of the destruction under a bright, post-storm sky."
002637_sat.png,002637_svi.png,Moderate,"A street level photo of a residential neighborhood recently impacted by strong winds. The paved asphalt roads are mostly clear, with scattered palm fronds and light green organic debris pushed towards the curbs and on the green, maintained lawns. The large, well-built houses feature various tiled roofs (terracotta, grey, and brown tones) which appear largely intact from this perspective, without significant structural damage or blue tarps. The most prominent sign of damage is the widespread defoliation of the tall palm trees lining the streets and properties, leaving behind numerous bare, stark trunks. Other broader-leaf trees in the background and perimeter areas show a tattered, sparse canopy with significant leaf loss. The scene is illuminated by bright daylight, casting distinct shadows, indicating clear weather post-storm."
002638_sat.png,002638_svi.png,Severe,"A street level photo of a desolate, post-disaster rural road. The narrow asphalt road appears wet in places, bordered by muddy verges, with minimal scattered natural debris. On both sides, the landscape is profoundly impacted, with countless trees and dense vegetation completely stripped of their leaves, appearing as skeletal, snapped branches and stark, brown stumps. The ground beneath the ruined foliage is dark, waterlogged, and strewn with organic debris, indicating severe flooding. Large, dark expanses of still floodwater can be seen further beyond the immediate roadside, reflecting a muted sky. The sky is heavily overcast, casting a subdued, somber light over the scene of widespread ecological devastation."
002639_sat.png,002639_svi.png,Moderate,"A street level photo of a residential neighborhood in the immediate aftermath of a powerful storm, likely a hurricane. The paved road is dark and wet, thickly strewn with a mosaic of brown leaves, snapped branches, and other organic debris. The single and two-story houses, primarily made of light-colored stucco or siding with pitched roofs, stand mostly intact, though some roofs exhibit missing shingles or water stains, and a few windows are broken or boarded up. The surrounding yards are desolate, filled with extensive vegetative damage: defoliated trees with bare, snapped branches, twisted shrubbery, and scattered, broken palm fronds. Piles of tangled greenery and wood line the yards and road edges. The sky is a uniform overcast grey, casting a somber, diffused light over the scene, emphasizing the recent disaster."
002640_sat.png,002640_svi.png,Severe,"A street level photo of a residential neighborhood severely impacted by a hurricane. The paved asphalt roads are almost entirely covered by massive, tangled piles of defoliated tree branches, snapped trunks, and other vegetative debris, creating a muddy and impassable landscape. Houses show significant exterior damage, including missing roof shingles, torn siding, and debris accumulated around their foundations. The surrounding environment is characterized by skeletal, snapped, and uprooted trees, with only a few damaged palm fronds remaining. The scene is illuminated by strong daylight, casting shadows across the debris-strewn ground, indicative of post-storm conditions."
002641_sat.png,002641_svi.png,Severe,"A street level photo of a severely devastated residential neighborhood. The asphalt roads are covered in murky floodwater and thick mud, heavily obstructed by massive piles of splintered wooden debris, mangled metal, and uprooted, defoliated trees. Many single-story homes are completely destroyed, their roofs annihilated, leaving only skeletal frames or partial walls exposed to the elements. Other houses show significant structural damage with gaping holes in their roofs and shattered windows. Snapped palm trees and bare, broken tree trunks are scattered across the landscape. The scene is illuminated by bright, clear daylight, casting sharp shadows, reflecting a post-storm sunny sky, but the ground remains saturated and flooded."
002642_sat.png,002642_svi.png,Severe,"A street level photo of a severe hurricane-damaged coastal neighborhood. The asphalt road is mostly dry but heavily strewn with a thick layer of brown vegetative debris, including numerous snapped branches and defoliated leaves. Nearly all trees are stripped bare, appearing as skeletal, broken trunks and branches, with no green foliage remaining. Piles of debris are visible along the roadsides and around the houses. Residential buildings exhibit varying levels of damage, from partially missing roofs with exposed structural elements and potentially broken windows, to structures that seem largely intact but are surrounded by intense devastation. The scene is illuminated by the bright, clear post-storm sunlight, casting distinct shadows and highlighting the stark, overwhelming impact of the powerful winds."
002643_sat.png,002643_svi.png,Severe,"A street level photo of a coastal neighborhood severely impacted by a hurricane. The paved roads are wet and extensively covered with dark, matted organic debris, including snapped branches, broken palm fronds, and piles of leaves. Large puddles and standing water are visible along the road edges and in yards, which appear muddy and churned up. Many single-story and two-story houses and small commercial buildings line the street; their roofs show significant damage with missing shingles, exposed structural elements, and discolored patches, though some flatter roofs appear largely intact. Some windows are broken, and building exteriors show water stains and general disarray. The tropical vegetation is largely devastated: trees are completely defoliated with bare, splintered branches, and numerous palm trees are bent, broken, or stripped of their fronds, creating a chaotic and desolate scene. The scene is illuminated by diffused daylight under a partially overcast sky, highlighting the extensive destruction and a lingering sense of dampness."
002644_sat.png,002644_svi.png,Moderate,"A street level photo of a tropical residential neighborhood immediately after a powerful hurricane. The asphalt roads are mostly clear but edged with scattered light brown debris, while yards and unpaved areas are heavily carpeted with a dense layer of tangled, dried leaves, broken twigs, and snapped tree branches. Most trees are completely defoliated, standing as skeletal, brown structures against a bright post-storm sky, with many smaller branches lying on the ground. Single-story homes with light-colored, mostly intact roofs are visible, some potentially exhibiting minor exterior damage or broken windows, though no major structural collapses are apparent. Bright sunlight casts sharp shadows, suggesting a clear day following the disaster."
002645_sat.png,002645_svi.png,Severe,"A street level photo of a residential neighborhood severely impacted by a hurricane. The scene is dominated by widespread devastation to the natural environment. The paved asphalt road, though mostly clear, is flanked by immense, sprawling piles of tangled, brown vegetative debris – snapped tree branches, defoliated palm fronds, and splintered trunks creating a chaotic, post-storm landscape. Beyond the debris, several well-built houses with sturdy, intact tiled roofs (some terracotta, some light grey) are visible, appearing structurally sound despite the surrounding destruction. The surviving vegetation is largely stripped and brown, with only sparse, resilient green foliage attempting to emerge from the debris. The sky is bright and clear, with strong sunlight casting sharp shadows, highlighting the dry, aftermath conditions."
002646_sat.png,002646_svi.png,Severe,"A street level photo of a severe hurricane-damaged coastal neighborhood. The paved road appears wet and is heavily littered with a dense layer of broken tree branches, snapped palm fronds, and various building debris. Houses line both sides of the street, many displaying significant structural damage to their roofs, with large sections of shingles or tiles completely missing, exposing underlying plywood and rafters. Some houses show signs of complete roof destruction. Windows on numerous homes are broken or missing, and exterior walls may show water stains or minor impact damage. The front yards are completely churned and covered in a thick, chaotic mat of vegetative debris and fallen trees. Numerous palm trees are snapped mid-trunk or denuded of fronds, while other deciduous trees are stripped bare of leaves, with broken and tangled limbs. The lighting is overcast and muted, reflecting a post-storm atmosphere, with the ground appearing damp or muddy in many areas, implying recent water inundation."
002647_sat.png,002647_svi.png,Severe,"A street level photo of a residential neighborhood severely impacted by a hurricane. The asphalt road is generally clear but wet, with scattered smaller branches, leaves, and organic debris. Large piles of dark, twisted tree debris and snapped trunks line the roadside and cover the unkempt lawns. Houses on both sides show significant damage: roofs have missing shingles or visible dark patches indicating holes, and some windows appear broken or boarded up. The dominant feature of the landscape is the widespread destruction of vegetation, with nearly all trees defoliated, their bare, dark brown branches snapped, broken, and twisted. Some larger trees are completely uprooted or leaning precariously, exposing their root systems. The air feels heavy and humid under a partially cloudy, post-storm sky with soft, diffused daylight."
002648_sat.png,002648_svi.png,Severe,"A street level photo of a devastated coastal neighborhood after a major hurricane. The dark asphalt roads are impassable, completely covered by a thick, wet layer of mangled tree trunks, broken branches, and storm debris. Large pools of murky floodwater reflect a bright, post-storm sky, with several cars partially submerged in ditches or abandoned amidst the wreckage. Houses, mostly light-colored with pitched roofs, stand amidst the chaos, their walls streaked with mud and possibly showing broken windows, though their primary structures remain. The once-lush tropical vegetation is now a tangled, defoliated mess of snapped trees and bare, dark branches extending into the clear, bright sky, casting stark shadows on the waterlogged ground."
002649_sat.png,002649_svi.png,Severe,"A street level photo of a severely damaged coastal residential neighborhood after a major hurricane. The asphalt roads and front yards are completely covered in a thick, pervasive layer of grey dust, fine mud, and extensive debris, including snapped tree branches, household items, and fragments of building materials. Large, dark brown muddy puddles reflecting the sky are scattered across depressions in the road and adjacent properties. Houses exhibit widespread and catastrophic damage: many roofs are entirely destroyed with only bare wooden rafters and internal structures exposed to the elements, while others have large sections of shingles or tiles ripped away and show clear structural compromise. Shattered or missing windows are common. Surrounding vegetation is utterly devastated, with most trees completely defoliated, snapped midway up their trunks, or uprooted and lying across properties, their bare, broken limbs tangled amidst the pervasive rubble. The scene is illuminated by strong, direct sunlight from a clear or partly cloudy sky, casting sharp, distinct shadows and highlighting the chaotic, dusty aftermath of the storm."
002650_sat.png,002650_svi.png,Severe,"A street level photo of a coastal residential neighborhood immediately after a major hurricane. The paved road is covered in significant amounts of dark, wet organic debris, including countless broken palm fronds, snapped tree branches, and scattered smaller debris, with visible puddles and standing water in lower areas and drainage ditches. The adjacent properties are heavily waterlogged with murky floodwaters, completely submerging lawns and forming large pools. Houses display severe roof damage, with large sections of shingles stripped away, exposed underlayment, and visible holes in some roofs. Many palm trees are completely snapped in half or leaning precariously, their fronds ripped off, creating a chaotic landscape of splintered wood and debris. The sky is clear and bright with strong sunlight, casting sharp shadows, indicating the storm has passed, leaving behind a scene of widespread devastation and waterlogged destruction."
002651_sat.png,002651_svi.png,Severe,"A street level photo of a severely damaged coastal residential neighborhood after a major hurricane. The wet asphalt road is heavily covered with thick layers of tangled organic debris, including snapped palm fronds, splintered tree branches, and scattered building materials. Piles of dark, muddy debris line the verges and sidewalks. Houses on either side of the street show extensive structural damage; many roofs are completely torn off or have large holes exposing underlying rafters and insulation. Numerous windows are shattered or missing, and exterior walls bear impact marks from flying debris. The once green landscape is a chaotic scene of completely defoliated trees with snapped trunks and bare, broken limbs, creating massive mounds of brown foliage. The scene is illuminated by the dull, flat light of an overcast sky, suggesting a somber, post-storm atmosphere."
002652_sat.png,002652_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal neighborhood. The asphalt roads are partially submerged in murky floodwater and heavily littered with extensive vegetative debris. Houses exhibit significant roof damage, some with missing shingles and exposed structures, and their foundations are surrounded by standing water. The dense tropical vegetation is completely defoliated, showing a desolate landscape of snapped and leaning tree trunks with bare, broken branches. The sky is overcast, casting a somber, diffused light over the scene."
002653_sat.png,002653_svi.png,Moderate,"A street level photo of a residential neighborhood recently hit by a powerful wind storm. The paved roads are visible, but the adjacent grassy areas and sidewalks are heavily covered with a mix of fresh green and dry brown organic debris, including countless fallen palm fronds, snapped tree branches, and smaller tree trunks. Most single-family houses appear structurally intact with their roofs present, though some may have subtle signs of shingle damage like missing shingles or fascia damage. Many once-tall palm trees are now either completely defoliated, snapped cleanly in half, or lying uprooted across lawns and entangled with utility lines. The weather is clear and sunny, casting distinct shadows, indicating post-disaster conditions with no active rain or widespread flooding visible on the asphalt."
002654_sat.png,002654_svi.png,Moderate,"A street level photo of a residential neighborhood severely impacted by a hurricane. The asphalt road, though generally clear, has edges and gutters filled with scattered brown organic debris, including leaves and small branches. On either side, houses with mostly intact light-colored gable and hip roofs are visible, some showing minor scuffing or missing shingles. The most prominent feature is the devastated tropical vegetation: palm trees are widely defoliated with only tattered fronds or bare trunks remaining, while other trees are stripped bare of leaves, presenting a skeletal appearance. Piles of tangled branches and dead foliage litter the yards and natural areas. The scene is illuminated by strong, clear sunlight casting sharp shadows, suggesting dry conditions after the storm has passed."
002655_sat.png,002655_svi.png,Moderate,"A street level photo of a mixed residential and commercial area following a moderate storm or hurricane. The asphalt roads are visible but extensively littered with wet leaves, small branches, and miscellaneous organic debris, indicating recent passage of the weather event. Lawns remain green but are heavily covered in scattered foliage and twigs, with some small piles of debris. Trees exhibit significant defoliation, with many bare branches, and several smaller trees appear bent or have visible broken limbs. The large commercial building features a flat roof with clear signs of damage, including peeled-off roofing membrane and accumulated debris along its edges, visible from a ground perspective. Other nearby buildings appear structurally intact but may have minor facade damage or debris accumulation. A vibrant red car is parked on the roadside, partially surrounded by storm debris. The scene is illuminated by bright, post-storm sunlight under a partly cloudy sky, casting distinct shadows and highlighting the dampness and disarray."
002656_sat.png,002656_svi.png,Moderate,"A street level photo of a suburban residential neighborhood in the aftermath of a powerful wind storm. Dry asphalt roads are partially obscured by a significant amount of scattered debris, including snapped tree branches, palm fronds, and woody material. The front yards of the single-family homes are completely covered in a dense carpet of discolored, desiccated foliage and broken limbs. Many mature trees are visibly defoliated, their branches stripped bare, with several trunks snapped or leaning precariously. The houses, featuring light-colored roofs and what appear to be stucco or painted exteriors, seem largely structurally intact, though minor roof damage like missing shingles and potentially broken windows are implied by the surrounding destruction. The scene is illuminated by natural daylight under a partly cloudy sky, casting long, stark shadows across the debris-strewn landscape, suggesting an eerie quiet immediately following the event."
002657_sat.png,002657_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal neighborhood. The asphalt road is mostly clear but bordered by massive, tangled piles of snapped tree trunks, broken branches, and defoliated palm fronds, mixed with some scattered building debris like planks and siding. The yards are completely covered in a dense carpet of mud and organic wreckage. Houses line the street; some prominent structures display significant roof damage with large sections missing or covered by emergency tarps, revealing exposed rafters, while others appear structurally sound but are engulfed by the overwhelming destruction around them. Trees are almost entirely defoliated, their splintered trunks and bare, broken branches starkly visible against a hazy, overcast sky, creating a desolate and somber post-disaster atmosphere."
002658_sat.png,002658_svi.png,Moderate,"A street level photo of a sun-drenched, upscale residential neighborhood in the aftermath of a severe wind event. The paved asphalt road is visible, mostly clear but with scattered palm fronds, small branches, and light debris on the surface and along the green, somewhat disheveled lawns. The multi-story suburban houses feature stucco exteriors and gabled roofs that appear largely intact from this perspective, showing only potential minor shingle damage or missing decorative elements. The most striking element is the extensive damage to the vegetation: numerous tall palm trees lining the streets and waterfront are snapped, with their trunks bare or exhibiting severely shredded, hanging fronds. Other leafy trees show signs of wind stress with some defoliation and broken branches. The sky is bright and clear, casting distinct shadows, indicating post-storm conditions under strong daylight."
